organ,age,Tsoil,Ksoil,SRWC,t,Tr,soil_water_potential,proteins,sucrose,green_area,xylem_water_potential,plant,axis,amino_acids,mstruct,total_water_potential
xylem,NA,NA,NA,NA,79,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437278
phloem,NA,NA,NA,NA,80,NA,NA,NA,322.96107358,NA,NA,1,MS,7.01579306,NA,NA
roots,NA,NA,NA,NA,80,NA,NA,NA,153.52020843,NA,NA,1,MS,2.17487130,0.04161696,NA
xylem,NA,NA,NA,NA,80,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03407695
phloem,NA,NA,NA,NA,81,NA,NA,NA,315.62552763,NA,NA,1,MS,6.83743722,NA,NA
roots,NA,NA,NA,NA,81,NA,NA,NA,153.62037054,NA,NA,1,MS,2.29364554,0.04172443,NA
xylem,NA,NA,NA,NA,81,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395393
phloem,NA,NA,NA,NA,82,NA,NA,NA,308.79391418,NA,NA,1,MS,6.66281469,NA,NA
roots,NA,NA,NA,NA,82,NA,NA,NA,153.08526820,NA,NA,1,MS,2.39418601,0.04183213,NA
xylem,NA,NA,NA,NA,82,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395527
phloem,NA,NA,NA,NA,83,NA,NA,NA,302.37138751,NA,NA,1,MS,6.49411868,NA,NA
roots,NA,NA,NA,NA,83,NA,NA,NA,152.05614955,NA,NA,1,MS,2.48023617,0.04193994,NA
xylem,NA,NA,NA,NA,83,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395469
phloem,NA,NA,NA,NA,84,NA,NA,NA,295.89487307,NA,NA,1,MS,6.33195340,NA,NA
roots,NA,NA,NA,NA,84,NA,NA,NA,150.61270910,NA,NA,1,MS,2.55402897,0.04204774,NA
xylem,NA,NA,NA,NA,84,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395452
phloem,NA,NA,NA,NA,85,NA,NA,NA,290.11137937,NA,NA,1,MS,6.17670979,NA,NA
roots,NA,NA,NA,NA,85,NA,NA,NA,148.84067929,NA,NA,1,MS,2.61787280,0.04215546,NA
xylem,NA,NA,NA,NA,85,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395499
phloem,NA,NA,NA,NA,86,NA,NA,NA,284.49332342,NA,NA,1,MS,6.02743536,NA,NA
roots,NA,NA,NA,NA,86,NA,NA,NA,146.81524192,NA,NA,1,MS,2.67363870,0.04226302,NA
xylem,NA,NA,NA,NA,86,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395630
phloem,NA,NA,NA,NA,87,NA,NA,NA,279.11316964,NA,NA,1,MS,5.88475850,NA,NA
roots,NA,NA,NA,NA,87,NA,NA,NA,144.59388834,NA,NA,1,MS,2.72282011,0.04237034,NA
xylem,NA,NA,NA,NA,87,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395646
phloem,NA,NA,NA,NA,88,NA,NA,NA,273.91184106,NA,NA,1,MS,5.74803865,NA,NA
roots,NA,NA,NA,NA,88,NA,NA,NA,142.21796758,NA,NA,1,MS,2.76649141,0.04247735,NA
xylem,NA,NA,NA,NA,88,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395687
phloem,NA,NA,NA,NA,89,NA,NA,NA,268.72657851,NA,NA,1,MS,5.61677558,NA,NA
roots,NA,NA,NA,NA,89,NA,NA,NA,139.71704256,NA,NA,1,MS,2.80546000,0.04258401,NA
xylem,NA,NA,NA,NA,89,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395660
phloem,NA,NA,NA,NA,90,NA,NA,NA,263.74590140,NA,NA,1,MS,5.53288975,NA,NA
roots,NA,NA,NA,NA,90,NA,NA,NA,137.11334648,NA,NA,1,MS,2.83784793,0.04269024,NA
xylem,NA,NA,NA,NA,90,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03395682
phloem,NA,NA,NA,NA,91,NA,NA,NA,260.87538823,NA,NA,1,MS,5.65520157,NA,NA
roots,NA,NA,NA,NA,91,NA,NA,NA,134.95795677,NA,NA,1,MS,2.76716516,0.04279598,NA
xylem,NA,NA,NA,NA,91,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397117
phloem,NA,NA,NA,NA,92,NA,NA,NA,262.32568079,NA,NA,1,MS,5.71469163,NA,NA
roots,NA,NA,NA,NA,92,NA,NA,NA,133.01628313,NA,NA,1,MS,2.64817544,0.04290133,NA
xylem,NA,NA,NA,NA,92,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03455364
phloem,NA,NA,NA,NA,93,NA,NA,NA,271.61196667,NA,NA,1,MS,5.93067364,NA,NA
roots,NA,NA,NA,NA,93,NA,NA,NA,131.73965138,NA,NA,1,MS,2.37067586,0.04300630,NA
xylem,NA,NA,NA,NA,93,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03486721
phloem,NA,NA,NA,NA,94,NA,NA,NA,286.01923239,NA,NA,1,MS,6.26520072,NA,NA
roots,NA,NA,NA,NA,94,NA,NA,NA,131.65430237,NA,NA,1,MS,2.05706012,0.04311106,NA
xylem,NA,NA,NA,NA,94,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03595264
phloem,NA,NA,NA,NA,95,NA,NA,NA,302.24177427,NA,NA,1,MS,6.64364199,NA,NA
roots,NA,NA,NA,NA,95,NA,NA,NA,133.01679149,NA,NA,1,MS,1.79766123,0.04321597,NA
xylem,NA,NA,NA,NA,95,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03668752
phloem,NA,NA,NA,NA,96,NA,NA,NA,320.07325433,NA,NA,1,MS,7.07639465,NA,NA
roots,NA,NA,NA,NA,96,NA,NA,NA,135.90238541,NA,NA,1,MS,1.56405957,0.04332143,NA
xylem,NA,NA,NA,NA,96,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03702156
phloem,NA,NA,NA,NA,97,NA,NA,NA,339.51076417,NA,NA,1,MS,7.57345474,NA,NA
roots,NA,NA,NA,NA,97,NA,NA,NA,140.38946386,NA,NA,1,MS,1.35511804,0.04342787,NA
xylem,NA,NA,NA,NA,97,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03766082
phloem,NA,NA,NA,NA,98,NA,NA,NA,355.61265565,NA,NA,1,MS,7.92193045,NA,NA
roots,NA,NA,NA,NA,98,NA,NA,NA,146.24775156,NA,NA,1,MS,1.31383978,0.04353568,NA
xylem,NA,NA,NA,NA,98,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03850154
phloem,NA,NA,NA,NA,99,NA,NA,NA,368.36679738,NA,NA,1,MS,8.13476780,NA,NA
roots,NA,NA,NA,NA,99,NA,NA,NA,152.92721179,NA,NA,1,MS,1.34994630,0.04364510,NA
xylem,NA,NA,NA,NA,99,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03757748
phloem,NA,NA,NA,NA,100,NA,NA,NA,376.51340541,NA,NA,1,MS,8.20106710,NA,NA
roots,NA,NA,NA,NA,100,NA,NA,NA,159.80964721,NA,NA,1,MS,1.45199521,0.04375621,NA
xylem,NA,NA,NA,NA,100,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03698568
phloem,NA,NA,NA,NA,101,NA,NA,NA,376.16618845,NA,NA,1,MS,8.08510228,NA,NA
roots,NA,NA,NA,NA,101,NA,NA,NA,166.07688792,NA,NA,1,MS,1.64462931,0.04386891,NA
xylem,NA,NA,NA,NA,101,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03617050
phloem,NA,NA,NA,NA,102,NA,NA,NA,370.29600518,NA,NA,1,MS,7.87628265,NA,NA
roots,NA,NA,NA,NA,102,NA,NA,NA,170.96778081,NA,NA,1,MS,1.84694047,0.04398298,NA
xylem,NA,NA,NA,NA,102,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03492503
phloem,NA,NA,NA,NA,103,NA,NA,NA,361.32581802,NA,NA,1,MS,7.59380208,NA,NA
roots,NA,NA,NA,NA,103,NA,NA,NA,174.20873142,NA,NA,1,MS,2.03780151,0.04409809,NA
xylem,NA,NA,NA,NA,103,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03439755
phloem,NA,NA,NA,NA,104,NA,NA,NA,353.29107167,NA,NA,1,MS,7.40533870,NA,NA
roots,NA,NA,NA,NA,104,NA,NA,NA,174.89896018,NA,NA,1,MS,2.18078224,0.04421396,NA
xylem,NA,NA,NA,NA,104,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03409197
phloem,NA,NA,NA,NA,105,NA,NA,NA,345.67315320,NA,NA,1,MS,7.21621832,NA,NA
roots,NA,NA,NA,NA,105,NA,NA,NA,174.75631596,NA,NA,1,MS,2.30050360,0.04433016,NA
xylem,NA,NA,NA,NA,105,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396339
phloem,NA,NA,NA,NA,106,NA,NA,NA,338.51097970,NA,NA,1,MS,7.03120493,NA,NA
roots,NA,NA,NA,NA,106,NA,NA,NA,173.95601488,NA,NA,1,MS,2.40159371,0.04444658,NA
xylem,NA,NA,NA,NA,106,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396438
phloem,NA,NA,NA,NA,107,NA,NA,NA,331.75042796,NA,NA,1,MS,6.85226608,NA,NA
roots,NA,NA,NA,NA,107,NA,NA,NA,172.63364009,NA,NA,1,MS,2.48761234,0.04456310,NA
xylem,NA,NA,NA,NA,107,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396441
phloem,NA,NA,NA,NA,108,NA,NA,NA,325.35406648,NA,NA,1,MS,6.68025783,NA,NA
roots,NA,NA,NA,NA,108,NA,NA,NA,170.90416715,NA,NA,1,MS,2.56157609,0.04467964,NA
xylem,NA,NA,NA,NA,108,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396441
phloem,NA,NA,NA,NA,109,NA,NA,NA,319.23891307,NA,NA,1,MS,6.51502774,NA,NA
roots,NA,NA,NA,NA,109,NA,NA,NA,168.85334294,NA,NA,1,MS,2.62573736,0.04479612,NA
xylem,NA,NA,NA,NA,109,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396477
phloem,NA,NA,NA,NA,110,NA,NA,NA,313.37868783,NA,NA,1,MS,6.35657779,NA,NA
roots,NA,NA,NA,NA,110,NA,NA,NA,166.55097995,NA,NA,1,MS,2.68190772,0.04491246,NA
xylem,NA,NA,NA,NA,110,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396564
phloem,NA,NA,NA,NA,111,NA,NA,NA,307.62055448,NA,NA,1,MS,6.20371288,NA,NA
roots,NA,NA,NA,NA,111,NA,NA,NA,164.04137546,NA,NA,1,MS,2.73128628,0.04502861,NA
xylem,NA,NA,NA,NA,111,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396571
phloem,NA,NA,NA,NA,112,NA,NA,NA,302.11534570,NA,NA,1,MS,6.05765781,NA,NA
roots,NA,NA,NA,NA,112,NA,NA,NA,161.37685255,NA,NA,1,MS,2.77517750,0.04514451,NA
xylem,NA,NA,NA,NA,112,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396588
phloem,NA,NA,NA,NA,113,NA,NA,NA,296.73900942,NA,NA,1,MS,5.91723653,NA,NA
roots,NA,NA,NA,NA,113,NA,NA,NA,158.58998788,NA,NA,1,MS,2.81441837,0.04526010,NA
xylem,NA,NA,NA,NA,113,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396619
phloem,NA,NA,NA,NA,114,NA,NA,NA,291.44021458,NA,NA,1,MS,5.82814173,NA,NA
roots,NA,NA,NA,NA,114,NA,NA,NA,155.70442740,NA,NA,1,MS,2.84706192,0.04537532,NA
xylem,NA,NA,NA,NA,114,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03396649
phloem,NA,NA,NA,NA,115,NA,NA,NA,288.29460687,NA,NA,1,MS,5.98341579,NA,NA
roots,NA,NA,NA,NA,115,NA,NA,NA,153.29912966,NA,NA,1,MS,2.77232193,0.04549012,NA
xylem,NA,NA,NA,NA,115,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398121
phloem,NA,NA,NA,NA,116,NA,NA,NA,289.75426500,NA,NA,1,MS,6.05307110,NA,NA
roots,NA,NA,NA,NA,116,NA,NA,NA,151.14523760,NA,NA,1,MS,2.64819261,0.04560457,NA
xylem,NA,NA,NA,NA,116,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03458170
phloem,NA,NA,NA,NA,117,NA,NA,NA,299.43824112,NA,NA,1,MS,6.29467790,NA,NA
roots,NA,NA,NA,NA,117,NA,NA,NA,149.74385955,NA,NA,1,MS,2.36169051,0.04571871,NA
xylem,NA,NA,NA,NA,117,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03490435
phloem,NA,NA,NA,NA,118,NA,NA,NA,314.26393945,NA,NA,1,MS,6.66170019,NA,NA
roots,NA,NA,NA,NA,118,NA,NA,NA,149.65818612,NA,NA,1,MS,2.04178892,0.04583269,NA
xylem,NA,NA,NA,NA,118,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03602142
phloem,NA,NA,NA,NA,119,NA,NA,NA,330.81558578,NA,NA,1,MS,7.07202477,NA,NA
roots,NA,NA,NA,NA,119,NA,NA,NA,151.13992796,NA,NA,1,MS,1.78124618,0.04594685,NA
xylem,NA,NA,NA,NA,119,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03677478
phloem,NA,NA,NA,NA,120,NA,NA,NA,348.90884775,NA,NA,1,MS,7.53957909,NA,NA
roots,NA,NA,NA,NA,120,NA,NA,NA,154.23838088,NA,NA,1,MS,1.55017905,0.04606157,NA
xylem,NA,NA,NA,NA,120,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03711735
phloem,NA,NA,NA,NA,121,NA,NA,NA,368.65313302,NA,NA,1,MS,8.07854548,NA,NA
roots,NA,NA,NA,NA,121,NA,NA,NA,159.01312629,NA,NA,1,MS,1.34525711,0.04617723,NA
xylem,NA,NA,NA,NA,121,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03776716
phloem,NA,NA,NA,NA,122,NA,NA,NA,384.87963871,NA,NA,1,MS,8.45085937,NA,NA
roots,NA,NA,NA,NA,122,NA,NA,NA,165.21482100,NA,NA,1,MS,1.31173024,0.04629418,NA
xylem,NA,NA,NA,NA,122,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03863042
phloem,NA,NA,NA,NA,123,NA,NA,NA,397.66015142,NA,NA,1,MS,8.67890261,NA,NA
roots,NA,NA,NA,NA,123,NA,NA,NA,172.19431910,NA,NA,1,MS,1.35372436,0.04641265,NA
xylem,NA,NA,NA,NA,123,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03768480
phloem,NA,NA,NA,NA,124,NA,NA,NA,405.83548846,NA,NA,1,MS,8.75259491,NA,NA
roots,NA,NA,NA,NA,124,NA,NA,NA,179.33786298,NA,NA,1,MS,1.46365754,0.04653270,NA
xylem,NA,NA,NA,NA,124,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03707984
phloem,NA,NA,NA,NA,125,NA,NA,NA,405.18190968,NA,NA,1,MS,8.62658981,NA,NA
roots,NA,NA,NA,NA,125,NA,NA,NA,185.78244495,NA,NA,1,MS,1.66597146,0.04665423,NA
xylem,NA,NA,NA,NA,125,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03624089
phloem,NA,NA,NA,NA,126,NA,NA,NA,398.84858420,NA,NA,1,MS,8.40132818,NA,NA
roots,NA,NA,NA,NA,126,NA,NA,NA,190.69011210,NA,NA,1,MS,1.87568635,0.04677705,NA
xylem,NA,NA,NA,NA,126,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03496250
phloem,NA,NA,NA,NA,127,NA,NA,NA,389.41552144,NA,NA,1,MS,8.09521432,NA,NA
roots,NA,NA,NA,NA,127,NA,NA,NA,193.84765590,NA,NA,1,MS,2.07295356,0.04690084,NA
xylem,NA,NA,NA,NA,127,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03442079
phloem,NA,NA,NA,NA,128,NA,NA,NA,381.02411007,NA,NA,1,MS,7.89214860,NA,NA
roots,NA,NA,NA,NA,128,NA,NA,NA,194.32462455,NA,NA,1,MS,2.21993974,0.04702535,NA
xylem,NA,NA,NA,NA,128,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03410636
phloem,NA,NA,NA,NA,129,NA,NA,NA,373.07099958,NA,NA,1,MS,7.68895844,NA,NA
roots,NA,NA,NA,NA,129,NA,NA,NA,193.93058861,NA,NA,1,MS,2.34246249,0.04715018,NA
xylem,NA,NA,NA,NA,129,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397300
phloem,NA,NA,NA,NA,130,NA,NA,NA,365.60028318,NA,NA,1,MS,7.49046314,NA,NA
roots,NA,NA,NA,NA,130,NA,NA,NA,192.85370501,NA,NA,1,MS,2.44550708,0.04727521,NA
xylem,NA,NA,NA,NA,130,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397407
phloem,NA,NA,NA,NA,131,NA,NA,NA,358.55067903,NA,NA,1,MS,7.29847530,NA,NA
roots,NA,NA,NA,NA,131,NA,NA,NA,191.24707562,NA,NA,1,MS,2.53312923,0.04740035,NA
xylem,NA,NA,NA,NA,131,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397419
phloem,NA,NA,NA,NA,132,NA,NA,NA,351.87218767,NA,NA,1,MS,7.11381267,NA,NA
roots,NA,NA,NA,NA,132,NA,NA,NA,189.22545760,NA,NA,1,MS,2.60833321,0.04752551,NA
xylem,NA,NA,NA,NA,132,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397416
phloem,NA,NA,NA,NA,133,NA,NA,NA,345.49952137,NA,NA,1,MS,6.93638706,NA,NA
roots,NA,NA,NA,NA,133,NA,NA,NA,186.88514843,NA,NA,1,MS,2.67364319,0.04765061,NA
xylem,NA,NA,NA,NA,133,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397525
phloem,NA,NA,NA,NA,134,NA,NA,NA,339.35364627,NA,NA,1,MS,6.76582720,NA,NA
roots,NA,NA,NA,NA,134,NA,NA,NA,184.29165284,NA,NA,1,MS,2.73077893,0.04777559,NA
xylem,NA,NA,NA,NA,134,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397536
phloem,NA,NA,NA,NA,135,NA,NA,NA,333.37313796,NA,NA,1,MS,6.60163499,NA,NA
roots,NA,NA,NA,NA,135,NA,NA,NA,181.49961677,NA,NA,1,MS,2.78116800,0.04790040,NA
xylem,NA,NA,NA,NA,135,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397552
phloem,NA,NA,NA,NA,136,NA,NA,NA,327.55101781,NA,NA,1,MS,6.44372003,NA,NA
roots,NA,NA,NA,NA,136,NA,NA,NA,178.55260911,NA,NA,1,MS,2.82594085,0.04802497,NA
xylem,NA,NA,NA,NA,136,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397605
phloem,NA,NA,NA,NA,137,NA,NA,NA,321.85946480,NA,NA,1,MS,6.29176137,NA,NA
roots,NA,NA,NA,NA,137,NA,NA,NA,175.48483178,NA,NA,1,MS,2.86598574,0.04814926,NA
xylem,NA,NA,NA,NA,137,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397639
phloem,NA,NA,NA,NA,138,NA,NA,NA,315.98234743,NA,NA,1,MS,6.19511147,NA,NA
roots,NA,NA,NA,NA,138,NA,NA,NA,172.30709120,NA,NA,1,MS,2.89898852,0.04827320,NA
xylem,NA,NA,NA,NA,138,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03397672
phloem,NA,NA,NA,NA,139,NA,NA,NA,312.62051892,NA,NA,1,MS,6.38990704,NA,NA
roots,NA,NA,NA,NA,139,NA,NA,NA,169.63451091,NA,NA,1,MS,2.81807436,0.04839675,NA
xylem,NA,NA,NA,NA,139,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03399188
phloem,NA,NA,NA,NA,140,NA,NA,NA,314.11448943,NA,NA,1,MS,6.47211427,NA,NA
roots,NA,NA,NA,NA,140,NA,NA,NA,167.25688061,NA,NA,1,MS,2.68593429,0.04851997,NA
xylem,NA,NA,NA,NA,140,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03461098
phloem,NA,NA,NA,NA,141,NA,NA,NA,324.21082228,NA,NA,1,MS,6.74634635,NA,NA
roots,NA,NA,NA,NA,141,NA,NA,NA,165.72553337,NA,NA,1,MS,2.38448587,0.04864289,NA
xylem,NA,NA,NA,NA,141,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03494376
phloem,NA,NA,NA,NA,142,NA,NA,NA,339.55770435,NA,NA,1,MS,7.15495836,NA,NA
roots,NA,NA,NA,NA,142,NA,NA,NA,165.64782033,NA,NA,1,MS,2.05251034,0.04876569,NA
xylem,NA,NA,NA,NA,142,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03609676
phloem,NA,NA,NA,NA,143,NA,NA,NA,356.52911259,NA,NA,1,MS,7.60526391,NA,NA
roots,NA,NA,NA,NA,143,NA,NA,NA,167.24582944,NA,NA,1,MS,1.78639674,0.04888869,NA
xylem,NA,NA,NA,NA,143,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03687333
phloem,NA,NA,NA,NA,144,NA,NA,NA,374.89222716,NA,NA,1,MS,8.11569942,NA,NA
roots,NA,NA,NA,NA,144,NA,NA,NA,170.54089338,NA,NA,1,MS,1.55341276,0.04901226,NA
xylem,NA,NA,NA,NA,144,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03722319
phloem,NA,NA,NA,NA,145,NA,NA,NA,395.05098967,NA,NA,1,MS,8.70548335,NA,NA
roots,NA,NA,NA,NA,145,NA,NA,NA,175.59379922,NA,NA,1,MS,1.34965496,0.04913678,NA
xylem,NA,NA,NA,NA,145,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03789161
phloem,NA,NA,NA,NA,146,NA,NA,NA,411.60890664,NA,NA,1,MS,9.10953109,NA,NA
roots,NA,NA,NA,NA,146,NA,NA,NA,182.10367329,NA,NA,1,MS,1.32358772,0.04926257,NA
xylem,NA,NA,NA,NA,146,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03877616
phloem,NA,NA,NA,NA,147,NA,NA,NA,424.60535810,NA,NA,1,MS,9.35602938,NA,NA
roots,NA,NA,NA,NA,147,NA,NA,NA,189.41601753,NA,NA,1,MS,1.37588823,0.04938987,NA
xylem,NA,NA,NA,NA,147,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03780474
phloem,NA,NA,NA,NA,148,NA,NA,NA,433.24389714,NA,NA,1,MS,9.44471447,NA,NA
roots,NA,NA,NA,NA,148,NA,NA,NA,196.87977106,NA,NA,1,MS,1.49071467,0.04951871,NA
xylem,NA,NA,NA,NA,148,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03718280
phloem,NA,NA,NA,NA,149,NA,NA,NA,432.46078928,NA,NA,1,MS,9.30489211,NA,NA
roots,NA,NA,NA,NA,149,NA,NA,NA,203.59030217,NA,NA,1,MS,1.70589030,0.04964901,NA
xylem,NA,NA,NA,NA,149,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03637639
phloem,NA,NA,NA,NA,150,NA,NA,NA,425.71119539,NA,NA,1,MS,9.05579733,NA,NA
roots,NA,NA,NA,NA,150,NA,NA,NA,208.63066477,NA,NA,1,MS,1.92843499,0.04978058,NA
xylem,NA,NA,NA,NA,150,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03502817
phloem,NA,NA,NA,NA,151,NA,NA,NA,415.71769078,NA,NA,1,MS,8.71601907,NA,NA
roots,NA,NA,NA,NA,151,NA,NA,NA,211.76573068,NA,NA,1,MS,2.13677833,0.04991313,NA
xylem,NA,NA,NA,NA,151,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03445475
phloem,NA,NA,NA,NA,152,NA,NA,NA,407.02196966,NA,NA,1,MS,8.49292081,NA,NA
roots,NA,NA,NA,NA,152,NA,NA,NA,212.08179495,NA,NA,1,MS,2.29133460,0.05004638,NA
xylem,NA,NA,NA,NA,152,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03412282
phloem,NA,NA,NA,NA,153,NA,NA,NA,398.73257526,NA,NA,1,MS,8.27036846,NA,NA
roots,NA,NA,NA,NA,153,NA,NA,NA,211.48275241,NA,NA,1,MS,2.41956637,0.05017995,NA
xylem,NA,NA,NA,NA,153,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398416
phloem,NA,NA,NA,NA,154,NA,NA,NA,390.92518744,NA,NA,1,MS,8.05336094,NA,NA
roots,NA,NA,NA,NA,154,NA,NA,NA,210.17026003,NA,NA,1,MS,2.52696033,0.05031372,NA
xylem,NA,NA,NA,NA,154,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398441
phloem,NA,NA,NA,NA,155,NA,NA,NA,383.56420203,NA,NA,1,MS,7.84376709,NA,NA
roots,NA,NA,NA,NA,155,NA,NA,NA,208.30724091,NA,NA,1,MS,2.61792618,0.05044759,NA
xylem,NA,NA,NA,NA,155,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398499
phloem,NA,NA,NA,NA,156,NA,NA,NA,376.58231464,NA,NA,1,MS,7.64218068,NA,NA
roots,NA,NA,NA,NA,156,NA,NA,NA,206.02332673,NA,NA,1,MS,2.69593113,0.05058148,NA
xylem,NA,NA,NA,NA,156,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398512
phloem,NA,NA,NA,NA,157,NA,NA,NA,369.88352104,NA,NA,1,MS,7.44836240,NA,NA
roots,NA,NA,NA,NA,157,NA,NA,NA,203.40775788,NA,NA,1,MS,2.76337548,0.05071533,NA
xylem,NA,NA,NA,NA,157,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398596
phloem,NA,NA,NA,NA,158,NA,NA,NA,363.42377016,NA,NA,1,MS,7.26212684,NA,NA
roots,NA,NA,NA,NA,158,NA,NA,NA,200.53082361,NA,NA,1,MS,2.82213007,0.05084905,NA
xylem,NA,NA,NA,NA,158,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398626
phloem,NA,NA,NA,NA,159,NA,NA,NA,357.14841764,NA,NA,1,MS,7.08271198,NA,NA
roots,NA,NA,NA,NA,159,NA,NA,NA,197.46624228,NA,NA,1,MS,2.87416769,0.05098260,NA
xylem,NA,NA,NA,NA,159,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03398662
phloem,NA,NA,NA,NA,160,NA,NA,NA,351.03220907,NA,NA,1,MS,6.91015167,NA,NA
